"gene","avexpr","lfc","padj","pvalue","Comparison","Significant","Regulation","Species"
"ROCK2",7.82570162381257,0.113936044122252,0.499552150036981,0.43597278548682,"Late",FALSE,"None","AGM"
"CD69",7.28918571133416,0.174168125449722,0.348960131079357,0.285966029494902,"Late",FALSE,"None","AGM"
"HLA-DQB1",7.56162742910901,-0.205724372374108,0.507630355541714,0.443931388640047,"Late",FALSE,"None","AGM"
"TLR2",9.30117539619479,0.228355585593132,0.471181190633623,0.408153057341074,"Late",FALSE,"None","AGM"
"ITGAL",9.47462835287672,-0.123268706732119,0.462730392005183,0.399659573143244,"Late",FALSE,"None","AGM"
"CEACAM8",10.1952544931976,0.248210861008349,0.462730392005183,0.399177810662977,"Late",FALSE,"None","AGM"
"IRAK4",8.1241062703693,0.0960547812153862,0.520945207302518,0.458798499069562,"Late",FALSE,"None","AGM"
"ITLN2",6.8262555653866,-0.114164484981055,0.139427409727824,0.10303142355212,"Late",FALSE,"None","AGM"
"CD81",9.4846409178716,0.127468325232933,0.472984006597672,0.410328982347071,"Late",FALSE,"None","AGM"
"IRGC",6.7740237896146,-0.112024938164706,0.140589104739873,0.104072454158088,"Late",FALSE,"None","AGM"
"TRAF1",7.30617867368698,-0.180887355404568,0.532047716913956,0.472489847176288,"Late",FALSE,"None","AGM"
"NOD2",8.46356683798716,0.0926291121961267,0.532047716913956,0.471984314496733,"Late",FALSE,"None","AGM"
"MAPKAPK2",8.17104329411638,0.0829967152139126,0.546444537580072,0.4868324062077,"Late",FALSE,"None","AGM"
"KEAP1",6.78025895790093,-0.105901359455284,0.151517284895997,0.113146024435323,"Late",FALSE,"None","AGM"
"CXCR4",9.93767793549104,-0.13681394194907,0.495983170879976,0.432213906052551,"Late",FALSE,"None","AGM"
"IL1RL2",6.83808195968095,0.197215009400484,0.247837852010729,0.197185064526695,"Late",FALSE,"None","AGM"
"HLA-A",8.77329352344546,0.449781443993798,0.532047716913956,0.471000173199213,"Late",FALSE,"None","AGM"
"BTLA",7.43027990170443,-0.145342746122302,0.58826815989446,0.527913374658535,"Late",FALSE,"None","AGM"
"CD36",7.14402532556143,-0.193252868425843,0.533408525388099,0.47452576609201,"Late",FALSE,"None","AGM"
"TMEM173",7.27259089940493,0.181739994080895,0.394288601375159,0.331304837778867,"Late",FALSE,"None","AGM"
"RPS6KA5",8.40374796993382,-0.0728806514267593,0.592794073840473,0.53359109265445,"Late",FALSE,"None","AGM"
"SHC1",8.24408303477461,-0.080886469760932,0.592794073840473,0.534284528889985,"Late",FALSE,"None","AGM"
"ABCF1",8.20893242743939,-0.0754300183269301,0.602652539351255,0.544735282322693,"Late",FALSE,"None","AGM"
"CD28",7.50771304048388,-0.111619561997282,0.61309275149048,0.558153271162112,"Late",FALSE,"None","AGM"
"TBP",7.13855428179568,0.122698225565893,0.462730392005183,0.400231741656431,"Late",FALSE,"None","AGM"
"CD14",7.31386099180792,0.217637458881394,0.608006687543589,0.550364495088158,"Late",FALSE,"None","AGM"
"CRADD",6.7715361859114,-0.0890357349052184,0.175663030335767,0.133002008682795,"Late",FALSE,"None","AGM"
"BTK",7.19003299747122,-0.111127293861774,0.561170421475664,0.500680622797119,"Late",FALSE,"None","AGM"
"FLT3LG",7.91685408238392,-0.0819825105989498,0.68102106172498,0.630607814298585,"Late",FALSE,"None","AGM"
"IRAK1",7.16330199131786,0.103796530620114,0.520945207302518,0.459873780355405,"Late",FALSE,"None","AGM"
"PTPN6",8.19817162588515,0.0791707338581364,0.661398090579828,0.609001618468958,"Late",FALSE,"None","AGM"
"CD47",10.6917693342012,-0.0664036438638966,0.590356750602833,0.530554378463845,"Late",FALSE,"None","AGM"
"TNFSF8",7.79588199472091,0.0995351741929271,0.681732139810087,0.632151620551172,"Late",FALSE,"None","AGM"
"S1PR1",9.08647840096695,0.0846486328755311,0.5976975851588,0.539480287903073,"Late",FALSE,"None","AGM"
"IRF5",7.11998898899621,0.10819186120172,0.28353001787361,0.228296897508621,"Late",FALSE,"None","AGM"
"IL7",8.14701878703529,-0.102848824503816,0.676429306496615,0.624599008985836,"Late",FALSE,"None","AGM"
"ATG7",7.07684871010997,-0.10972780091911,0.401263961512476,0.338729318159883,"Late",FALSE,"None","AGM"
"NOTCH2",9.02057297355795,0.0482772061108037,0.661398090579828,0.608684586353393,"Late",FALSE,"None","AGM"
"LILRA2",8.41438662217712,0.152731621959006,0.735624176163506,0.684990304297706,"Late",FALSE,"None","AGM"
"TLR1",9.29934655078243,0.0985081032363233,0.657325305895362,0.601836806047052,"Late",FALSE,"None","AGM"
"MYC",7.56123053678547,0.0600351874116729,0.817942824540369,0.771203234566634,"Late",FALSE,"None","AGM"
"KLRF1",9.9473570588765,0.104327865846729,0.661333945472009,0.606365929224985,"Late",FALSE,"None","AGM"
"CD74",12.7494691395911,0.0523801565602522,0.784905011983979,0.733937154062941,"Late",FALSE,"None","AGM"
"LTB",7.48921551093541,0.045910916236215,0.836884160781799,0.79893982056173,"Late",FALSE,"None","AGM"
"HSH2D",7.90619807589696,-0.0269019086317943,0.885120925241187,0.856383232863226,"Late",FALSE,"None","AGM"
"IFI35",7.07366710096854,0.098375945775067,0.307026027675065,0.249209438047943,"Late",FALSE,"None","AGM"
"RAF1",7.71806245143837,0.0156245836044935,0.934144473915297,0.923225902142261,"Late",FALSE,"None","AGM"
"TNFAIP3",8.52097689719849,0.0594648394401833,0.825253005269874,0.783338396392523,"Late",FALSE,"None","AGM"
"KLRB1",7.67143255646646,0.0319208576998813,0.933556099465578,0.91900717324014,"Late",FALSE,"None","AGM"
"CD68",8.21036317875409,-0.0146960194722165,0.949061384290107,0.942898648028483,"Late",FALSE,"None","AGM"
"CXCR1",8.43098066951502,-0.055758572120407,0.819081779476116,0.773340848933943,"Late",FALSE,"None","AGM"
"CXCL3",7.94014266390836,0.00252714985736713,0.991452435069531,0.990164834504506,"Late",FALSE,"None","AGM"
"NCF4",7.40858548241462,0.0486354953453603,0.841476800265317,0.807599162852038,"Late",FALSE,"None","AGM"
"CD244",8.20384641116643,0.0169835184572236,0.93559083227072,0.925870408039336,"Late",FALSE,"None","AGM"
"CDKN1A",7.64627269161776,-0.0462834071057676,0.83213203988168,0.79189460397356,"Late",FALSE,"None","AGM"
"CASP2",8.06542543701678,-0.0105281719704564,0.934005773268041,0.920662833649926,"Late",FALSE,"None","AGM"
"MAF",7.54556424690545,0.0505755726822512,0.83213203988168,0.792146474328924,"Late",FALSE,"None","AGM"
"MAP3K5",8.18370111190321,0.0142830445456266,0.925394282205525,0.907122327561634,"Late",FALSE,"None","AGM"
"IL16",8.32014175458915,0.0289301418961205,0.847207250390948,0.815299444856743,"Late",FALSE,"None","AGM"
"HLA-DRB1",11.6395028854199,0.0470919490493973,0.812285173121739,0.763759045896285,"Late",FALSE,"None","AGM"
"RUNX1",8.45343555163435,0.0215267526065368,0.885122238167124,0.857534012561915,"Late",FALSE,"None","AGM"
"CD8A",8.26713741755842,0.0224202876646817,0.92604741596162,0.909210190216864,"Late",FALSE,"None","AGM"
"ILF3",8.5924534572125,0.0319062543186739,0.840748563413909,0.805808363375928,"Late",FALSE,"None","AGM"
"MAP4K1",8.43393521064538,0.0257132090638592,0.885765783046845,0.859307844072719,"Late",FALSE,"None","AGM"
"HLA-DPA1",9.81937461663352,-0.11735778490169,0.795074089492166,0.744608144190217,"Late",FALSE,"None","AGM"
"SYK",9.17661800879228,0.0479764791795407,0.813498091485401,0.765955995229761,"Late",FALSE,"None","AGM"
"MAFF",6.89752440306589,0.0977997400170727,0.322928168559508,0.263794568862248,"Late",FALSE,"None","AGM"
"TGFBR2",9.30091467153705,0.0354253616318889,0.825253005269874,0.78345447643153,"Late",FALSE,"None","AGM"
"CTNNB1",8.73962491567217,0.02535773355212,0.896538774270977,0.874416388931823,"Late",FALSE,"None","AGM"
"LCP2",10.6210832376,0.0385505325208495,0.822420251699574,0.777560965243234,"Late",FALSE,"None","AGM"
"TBX21",8.938345072717,-0.0238387409032086,0.925394282205525,0.907367120863859,"Late",FALSE,"None","AGM"
"ATF2",8.78147931322537,-0.00746297436199583,0.944012275073777,0.935430345300379,"Late",FALSE,"None","AGM"
"ETS1",11.0695913677084,0.0194538579859174,0.893424985804174,0.869058849827697,"Late",FALSE,"None","AGM"
"STAT5B",9.09440263569943,-0.0122987156395826,0.934144473915297,0.923157656548506,"Late",FALSE,"None","AGM"
"PECAM1",9.27314747031771,0.0134992841188737,0.945456932346541,0.938089735471113,"Late",FALSE,"None","AGM"
"UBE2L3",10.2750428006604,-0.0118891623661703,0.916417179278572,0.896184592203591,"Late",FALSE,"None","AGM"
"MAFG",6.86847767712256,0.0939208988093672,0.361222942496799,0.297891647383724,"Late",FALSE,"None","AGM"
"ATG16L1",6.75236722310602,-0.104231677799622,0.211119809144081,0.162315489627657,"Late",FALSE,"None","AGM"
"NFKB2",7.06102998467715,-0.0731903975103672,0.64997186806557,0.59425999365995,"Late",FALSE,"None","AGM"
"TCF4",7.23688964676993,-0.0305834115215529,0.907687902628227,0.886469224384969,"Late",FALSE,"None","AGM"
"HRAS",6.77721037006137,-0.0922897655964459,0.24333265998182,0.192770029336247,"Late",FALSE,"None","AGM"
"HDAC4",7.02133336889482,0.099892085494842,0.494928872831673,0.430652395840547,"Late",FALSE,"None","AGM"
"CCRL1",6.80994082191846,0.124225102310926,0.372108733221645,0.30783540657427,"Late",FALSE,"None","AGM"
"HMGN1",6.80933468421383,0.12304790241059,0.383024301682991,0.318202355155534,"Late",FALSE,"None","AGM"
"CMKLR1",7.2001339602678,-0.0363622881483927,0.834537927946977,0.795520570276729,"Late",FALSE,"None","AGM"
"MAPKAPK5",7.16119834304087,-0.0120277255791796,0.933556099465578,0.918111621427478,"Late",FALSE,"None","AGM"
"HFE",6.78117675715655,-0.0876195431787616,0.284494387063315,0.229442875800414,"Late",FALSE,"None","AGM"
"CD27",6.98390312002919,-0.0351176991755651,0.836884160781799,0.799930834201824,"Late",FALSE,"None","AGM"
"ZEB1",6.88932757171442,0.0627084102348396,0.61042163329899,0.553343246808695,"Late",FALSE,"None","AGM"
"C1QB",7.11766823508799,0.0812554138287105,0.532047716913956,0.472624205674215,"Late",FALSE,"None","AGM"
"TLR7",6.75660258444689,-0.0964433316285884,0.314770229814748,0.256721693926834,"Late",FALSE,"None","AGM"
"RELA",6.97927042021606,-0.0189340220520089,0.885120925241187,0.855556974490163,"Late",FALSE,"None","AGM"
"CR2",6.8046662127989,-0.0720259711236935,0.38781482827416,0.324354220011116,"Late",FALSE,"None","AGM"
"IL21R",6.86391192564015,0.0614044941484844,0.565366330863852,0.506626971813062,"Late",FALSE,"None","AGM"
"HSPB1",6.9269589826829,0.05969730914161,0.679048919250518,0.627899779878401,"Late",FALSE,"None","AGM"
"IL1RL1",6.90986360631742,0.0214111290416676,0.893424985804174,0.868185145128959,"Late",FALSE,"None","AGM"
"TRAF4",6.93888728500902,-0.0561743626137581,0.661398090579828,0.607559393331671,"Late",FALSE,"None","AGM"
"IL5RA",6.79629840042927,-0.0910786234207794,0.449785987706277,0.386114984251752,"Late",FALSE,"None","AGM"
"LILRB2",6.93198022615852,-0.0790556119298049,0.612295177946423,0.556167414091438,"Late",FALSE,"None","AGM"
"AREG",6.79684789784025,0.0831743650748367,0.520945207302518,0.458247985406728,"Late",FALSE,"None","AGM"
"RNASEL",7.29028278052209,-0.0227612857991675,0.884272893321092,0.852981956397021,"Late",FALSE,"None","AGM"
"AICDA",6.79497792110003,0.0854316932824952,0.520945207302518,0.460055507747678,"Late",FALSE,"None","AGM"
"C1QA",6.85143459926679,-0.0987953425481338,0.449785987706277,0.385839227294951,"Late",FALSE,"None","AGM"
"ITGAX",6.88728058768779,0.0209551770732812,0.884272893321092,0.853265921737106,"Late",FALSE,"None","AGM"
"KIR3DS1",6.82148512675165,0.0612241239365829,0.612295177946423,0.556631979951294,"Late",FALSE,"None","AGM"
"NOX1",6.78252127464991,-0.0750318987247862,0.400419436549882,0.3374963822349,"Late",FALSE,"None","AGM"
"G6PD",6.84322651145103,-0.0862401223681566,0.617096311082561,0.562599493999945,"Late",FALSE,"None","AGM"
"NLRP3",6.83614409471253,0.0461921711306283,0.644709732456699,0.588611612879298,"Late",FALSE,"None","AGM"
"PDCD1",6.79812733619985,0.0422474573836276,0.664829080880108,0.613024217434905,"Late",FALSE,"None","AGM"
"CXCL12",6.88675145780438,-0.0615134791768712,0.485008028028575,0.421390091884567,"Late",FALSE,"None","AGM"
"SMAD5",6.77457263678545,-0.0614893182211018,0.507630355541714,0.4443413761495,"Late",FALSE,"None","AGM"
"NOTCH1",6.83704844510781,-0.0212837774566399,0.845420708282355,0.812482239128497,"Late",FALSE,"None","AGM"
"TNFSF11",6.7767857774266,-0.0438304776537759,0.562257853168578,0.502381042831145,"Late",FALSE,"None","AGM"
"PTGFR",6.87609825742568,-0.000981932072546599,0.995615910162352,0.995615910162352,"Late",FALSE,"None","AGM"
"NOD1",6.83784692101832,0.0391880388501411,0.711994039075047,0.661137321998258,"Late",FALSE,"None","AGM"
"PLA2G4A",6.90039455081961,0.00610785198075359,0.952906418424388,0.947956255211793,"Late",FALSE,"None","AGM"
"CFH",6.77316721612182,-0.0577125946737294,0.518084836130455,0.454165278426048,"Late",FALSE,"None","AGM"
"CXCL6",6.77082552626253,-0.0545919364057754,0.562544826914787,0.503368033434141,"Late",FALSE,"None","AGM"
"EGR2",6.7644116625715,-0.0582597872548014,0.520018575454111,0.456535788320752,"Late",FALSE,"None","AGM"
"TNFSF18",6.78505156017386,0.0426100993929559,0.734122885266599,0.682638942663487,"Late",FALSE,"None","AGM"
"ARG1",6.79023622111805,0.0322747285975051,0.795074089492166,0.745511029367979,"Late",FALSE,"None","AGM"
"ITLN1",6.88897455279642,-0.0217258388665771,0.825253005269874,0.782851127360285,"Late",FALSE,"None","AGM"
"C4A",6.83793168835575,-0.0117798088347847,0.895943878120246,0.872672608558681,"Late",FALSE,"None","AGM"
"IL22RA2",6.78340986087169,0.028260851099926,0.808907465549086,0.759532594275311,"Late",FALSE,"None","AGM"
"DAXX",6.81144666149761,-0.0334048649221046,0.751411557820294,0.700666881188274,"Late",FALSE,"None","AGM"
"CYSLTR2",6.77819057985236,0.00207854265820195,0.983556579357096,0.981001886943182,"Late",FALSE,"None","AGM"
"RAPGEF2",6.772582409774,0.0263049351553111,0.840748563413909,0.8056589159359,"Late",FALSE,"None","AGM"
"MBL2",6.76857995031969,-0.028072459726455,0.782379582162886,0.730559635811837,"Late",FALSE,"None","AGM"
"CD160",6.7855453712193,-0.00419887969732891,0.968544886813115,0.964771335306051,"Late",FALSE,"None","AGM"
"IFIT2",13.0727661001907,5.08030152991975,7.43995894248408e-22,9.66228434088841e-25,"Early",TRUE,"Up","MCy"
"MX1",12.5335827878039,4.47135806859496,1.03244049488807e-21,2.68166362308591e-24,"Early",TRUE,"Up","MCy"
"OAS2",11.9045457726006,3.9419263009411,2.05708685185237e-21,8.01462409812612e-24,"Early",TRUE,"Up","MCy"
"IFIT3",13.4444636811983,4.10775854102073,8.34885510516986e-21,4.33706758710123e-23,"Early",TRUE,"Up","MCy"
"IFIT1",13.7924933747404,4.13521606306342,1.98260370272477e-20,1.28740500176933e-22,"Early",TRUE,"Up","MCy"
"EIF2AK2",11.3335745233983,2.50440218055402,4.56030796766688e-20,3.55348672805212e-22,"Early",TRUE,"Up","MCy"
"DDX58",11.2414123718419,3.43373743704951,2.03160958568493e-19,1.84691780516812e-21,"Early",TRUE,"Up","MCy"
"OAS1",11.4934690227513,4.4931016913564,3.06636082164972e-19,3.33047362948009e-21,"Early",TRUE,"Up","MCy"
"MX2",12.9781949379108,3.53888590154191,3.06636082164972e-19,3.58405810322695e-21,"Early",TRUE,"Up","MCy"
"OASL",11.2826700495135,3.49281727422684,7.3790322997442e-19,9.58315883083663e-21,"Early",TRUE,"Up","MCy"
"IFIH1",10.9856930929965,2.99770282446951,1.7876212461997e-18,2.55374463742815e-20,"Early",TRUE,"Up","MCy"
"OAS3",10.1167581465166,3.34257666504466,2.04476291025851e-18,3.18664349650677e-20,"Early",TRUE,"Up","MCy"
"IFI16",12.5191501691901,2.30392038876113,6.02965841265743e-17,1.01799427746164e-18,"Early",TRUE,"Up","MCy"
"ISG20",10.4351239857989,2.409040615048,1.38417074714028e-16,2.51667408570959e-18,"Early",TRUE,"Up","MCy"
"STAT1",11.1549823845108,1.82312418131008,2.05480473395243e-16,4.0028663648424e-18,"Early",TRUE,"Up","MCy"
"BST2",10.9676759643876,1.97441205087424,1.03297307723732e-15,2.16726599321393e-17,"Early",TRUE,"Up","MCy"
"IFI44",12.3837537185602,3.42793964483488,1.03297307723732e-15,2.28058991078369e-17,"Early",TRUE,"Up","MCy"
"GBP1",14.1565993363223,3.02448795528935,2.06490148835845e-15,4.82704244031846e-17,"Early",TRUE,"Up","MCy"
"TNFSF13B",12.1292112748284,2.85120248987135,7.27372064388865e-15,1.79481418485564e-16,"Early",TRUE,"Up","MCy"
"STAT2",11.8087454148104,2.48341865692289,2.45340817375007e-14,6.37248876298719e-16,"Early",TRUE,"Up","MCy"
"IFITM1",13.1842694564563,2.0188448269195,9.12484560172675e-14,2.48859425501639e-15,"Early",TRUE,"Up","MCy"
"IL1RN",9.49053764075394,3.07869821459695,5.64908227355895e-13,1.61402350673113e-14,"Early",TRUE,"Up","MCy"
"IRF5",8.00115963405468,1.47818838784305,8.31278588339911e-12,2.48303993919714e-13,"Early",TRUE,"Up","MCy"
"CASP1",11.2089004500909,2.09979748596761,2.22077956419945e-11,6.9219103299723e-13,"Early",TRUE,"Up","MCy"
"IRF7",9.73019146330498,2.10536222563535,3.28973509418378e-11,1.06809580979993e-12,"Early",TRUE,"Up","MCy"
"CXCL10",10.6526387582515,3.75656923385742,7.25411071650881e-11,2.44943998219778e-12,"Early",TRUE,"Up","MCy"
"JAK2",11.7479351743392,1.76687794368315,1.13964932830172e-10,3.99617296936968e-12,"Early",TRUE,"Up","MCy"
"TAP1",11.695795340534,1.62871347233681,1.16604984207303e-10,4.24018124390194e-12,"Early",TRUE,"Up","MCy"
"PSMB8",11.1953934897188,1.38766804224197,1.42030744952545e-10,5.52430330950021e-12,"Early",TRUE,"Up","MCy"
"MKNK1",8.96432752552309,1.38217072539097,1.42030744952545e-10,5.54092832675809e-12,"Early",TRUE,"Up","MCy"
"CD274",10.7048443859163,2.42189764028758,1.42030744952545e-10,5.71812090068688e-12,"Early",TRUE,"Up","MCy"
"PML",8.13410180353775,1.18344317036826,5.51299866548757e-10,2.29111632851431e-11,"Early",TRUE,"Up","MCy"
"MR1",8.15204994626205,1.53207422771362,5.71398329337289e-10,2.4488499828741e-11,"Early",TRUE,"Up","MCy"
"IFI35",7.42485883311075,0.841097957978359,6.77554611669865e-10,2.99179958399681e-11,"Early",FALSE,"None","MCy"
"SOCS1",8.43649517257644,1.55831038474862,8.52884034325607e-10,3.87674561057094e-11,"Early",TRUE,"Up","MCy"
"CD164",10.8764363161914,1.10313086896052,1.68667758136991e-09,7.88576531549566e-11,"Early",TRUE,"Up","MCy"
"TNFSF10",9.37551059785606,1.99804616634423,2.84089762864505e-09,1.36510665272554e-10,"Early",TRUE,"Up","MCy"
"RIPK2",8.80504853613234,1.50453728117251,1.74103726786065e-08,8.59213197126034e-10,"Early",TRUE,"Up","MCy"
"FAS",9.99859237129487,1.61617110422671,2.60064875246029e-08,1.35098636491444e-09,"Early",TRUE,"Up","MCy"
"TLR3",8.28393080378681,1.43433713251845,1.89023229970356e-08,9.57390385564138e-10,"Early",TRUE,"Up","MCy"
"PSMB9",11.5385200493733,1.19159475543759,3.01678161200911e-08,1.60633826093991e-09,"Early",TRUE,"Up","MCy"
"IDO1",10.9008611999505,1.95139073023176,3.35987906928587e-08,1.83266131051957e-09,"Early",TRUE,"Up","MCy"
"MEF2A",8.77513312075681,1.06889307711113,3.44587697536211e-08,1.9243209083191e-09,"Early",TRUE,"Up","MCy"
"MYD88",9.80891666280541,1.31462561877031,3.92570963716113e-08,2.24326264980636e-09,"Early",TRUE,"Up","MCy"
"TNFAIP6",10.1473400128952,2.62180385058407,8.07826267488329e-08,4.72106260220452e-09,"Early",TRUE,"Up","MCy"
"CCRL2",9.30869818531854,1.9546063626717,1.20417413183761e-07,7.19376754084805e-09,"Early",TRUE,"Up","MCy"
"IRF1",11.6996627877012,1.40804201043344,1.5246287795436e-07,9.50417940494711e-09,"Early",TRUE,"Up","MCy"
"PSMB10",9.12373669074367,0.831452176311025,1.5246287795436e-07,9.34779548418983e-09,"Early",FALSE,"None","MCy"
"STAT3",10.6501292538209,1.0819821033166,1.59402527604033e-07,1.01437972111657e-08,"Early",TRUE,"Up","MCy"
"BID",10.2512999406456,0.788479738821444,1.82581620755904e-07,1.1855949399734e-08,"Early",FALSE,"None","MCy"
"MCL1",12.6113277060452,1.16171196113346,3.50424860182541e-07,2.32099582718306e-08,"Early",TRUE,"Up","MCy"
