"gene","avexpr","lfc","padj","pvalue","Comparison","Significant","Regulation","Species"
"IFNG",7.11184220628888,0.524089538772295,0.0030593270215074,0.00158926079039345,"Late",FALSE,"None","AGM"
"PTPN22",8.69782435081341,0.531472023503909,0.00450360339919426,0.00238047608243125,"Late",FALSE,"None","AGM"
"MAPK14",7.8905337350677,0.541818290511748,0.00461609992159023,0.00247590813976203,"Late",FALSE,"None","AGM"
"STAT3",9.81547598097738,0.411238350682707,0.00471067181478426,0.00253275081989699,"Late",FALSE,"None","AGM"
"CD207",6.73259454936977,-0.176832721201629,0.00170977548995923,0.000854887744979613,"Late",FALSE,"None","AGM"
"IL1R1",7.55109320406616,0.722758738260756,0.00496932041121386,0.00269763108037324,"Late",FALSE,"None","AGM"
"GNAQ",8.71331454576599,-0.373266146991451,0.00491882014345036,0.00266052256668715,"Late",FALSE,"None","AGM"
"IL1RN",8.25984846388383,0.627440225232617,0.00457926840571587,0.00244425885032367,"Late",FALSE,"None","AGM"
"CCL8",6.75650406424587,-0.213163917005796,0.00171952232275199,0.0008619943072497,"Late",FALSE,"None","AGM"
"CAMP",8.07162679672136,0.746632945476864,0.00560457072778525,0.00304975991550912,"Late",FALSE,"None","AGM"
"CD7",8.82714634732695,0.566414393738663,0.00568195886875501,0.00309925029204819,"Late",FALSE,"None","AGM"
"TRIM39",6.78713006295638,-0.179199812755568,0.00200106603299534,0.0010161257388327,"Late",FALSE,"None","AGM"
"CSF1R",7.44173756285643,-0.59611408783736,0.00461609992159023,0.00247467409126067,"Late",FALSE,"None","AGM"
"DEFA1",6.97555784294554,0.497597121204343,0.00412955756452706,0.00216667695593368,"Late",FALSE,"None","AGM"
"MAP3K1",8.72286965142013,-0.310519842615509,0.0060316318732048,0.00330564759804211,"Late",FALSE,"None","AGM"
"TNFRSF9",6.73293141708091,-0.175207178504966,0.00211073260764973,0.00107455478207623,"Late",FALSE,"None","AGM"
"GFI1",6.74967366689238,-0.170389945190991,0.00220340165549468,0.00112459331247975,"Late",FALSE,"None","AGM"
"ATM",8.3047910125191,-0.542300200924018,0.00654800370705523,0.00361415789025775,"Late",FALSE,"None","AGM"
"MALT1",9.01910146190056,-0.354751374439461,0.00641011991810643,0.0035214035394273,"Late",FALSE,"None","AGM"
"IL8",9.03455309801293,-1.02715831997236,0.00646128380874701,0.0035579017336477,"Late",TRUE,"Down","AGM"
"PSMB5",7.59170447676001,0.41673247257373,0.00755467556468282,0.00423846732979608,"Late",FALSE,"None","AGM"
"TRAF2",6.75381052090664,-0.199144936392352,0.00274985613946682,0.00141778297060822,"Late",FALSE,"None","AGM"
"IL10RB",9.35306633857376,0.370519438910289,0.00791626847899047,0.00445161591091282,"Late",FALSE,"None","AGM"
"CD86",7.60531443783913,0.387492984902408,0.00695532782681308,0.00385704543123271,"Late",FALSE,"None","AGM"
"TNFSF10",7.17377298535741,0.389186973457128,0.00577816756624214,0.0031592318771272,"Late",FALSE,"None","AGM"
"ICAM2",9.00262368310731,-0.350476668352753,0.00855012077744085,0.00481915898364848,"Late",FALSE,"None","AGM"
"STAT6",7.9335760151464,-0.421204857468648,0.0102055065682934,0.00579195632512236,"Late",FALSE,"None","AGM"
"IL13RA1",8.16228954945112,0.573781592662858,0.0106322185192448,0.00604793728757044,"Late",FALSE,"None","AGM"
"CASP8",9.57335525286762,0.319029100246514,0.011857187210702,0.00676013660454308,"Late",FALSE,"None","AGM"
"C10orf54",9.59843446577965,0.419487139910618,0.0120335430668031,0.0068763103238875,"Late",FALSE,"None","AGM"
"FCGR2A",10.66942210924,0.707111190435178,0.012153833473974,0.00696083189873056,"Late",FALSE,"None","AGM"
"STAT4",8.79884923842279,-0.397960541072015,0.0124668944842509,0.00717251202145862,"Late",FALSE,"None","AGM"
"GRB2",8.99598861534023,0.27166750939676,0.0124408780689749,0.00714138715128168,"Late",FALSE,"None","AGM"
"CCL4",6.75738585439347,-0.169710125796057,0.00451160509871029,0.00239056477957636,"Late",FALSE,"None","AGM"
"KIT",6.73633858612329,-0.170560100583895,0.00454750735545944,0.00242140002043944,"Late",FALSE,"None","AGM"
"DEFB1",6.73401291237878,-0.169497401370802,0.00454750735545944,0.00241949335678557,"Late",FALSE,"None","AGM"
"IL9",6.73423771386997,-0.168379120288887,0.00477571803015406,0.0025739259513168,"Late",FALSE,"None","AGM"
"CD83",6.73821439771645,-0.174393868657698,0.00491882014345036,0.00266382857119325,"Late",FALSE,"None","AGM"
"IL10RA",9.80209285834711,0.276522495032369,0.0141274178545099,0.00816454668215183,"Late",FALSE,"None","AGM"
"NFATC2",7.42194786895299,-0.413612551012352,0.0146976665705181,0.00855804175895297,"Late",FALSE,"None","AGM"
"ALOX5",7.21763295178409,0.551682534242667,0.0144763911233837,0.00840382705474355,"Late",FALSE,"None","AGM"
"C9",7.38677512697213,-0.579292808318919,0.0154058273752959,0.00902341317695901,"Late",FALSE,"None","AGM"
"FN1",8.65757561524534,-0.628300137591625,0.0156159669048389,0.00916677537790543,"Late",FALSE,"None","AGM"
"ARG2",9.19442718049654,0.520418984007103,0.0156356154784847,0.0091986153399397,"Late",FALSE,"None","AGM"
"IFNAR2",7.45445923623777,0.405439720163235,0.0141345076353159,0.0081870005264297,"Late",FALSE,"None","AGM"
"MAP3K7",6.8981901968941,-0.32300696700413,0.00994990244871959,0.00563397073719706,"Late",FALSE,"None","AGM"
"HLA-DQA1",8.23167549846504,-1.1507988695805,0.0189839691952667,0.0112424544844696,"Late",TRUE,"Down","AGM"
"TRAF6",6.81513518756856,-0.196027399705057,0.00694482131827049,0.00384219984621198,"Late",FALSE,"None","AGM"
"CCL21",6.79115016537318,-0.227220958705728,0.00701868784004915,0.00390129661758576,"Late",FALSE,"None","AGM"
"KLRC2",7.83345235723311,-0.723583373660167,0.0199136894992488,0.0118447659618909,"Late",FALSE,"None","AGM"
"IL1RAP",9.40362325262445,0.556091467893481,0.0201007872056514,0.0119821575680442,"Late",FALSE,"None","AGM"
"KLRG1",8.26195337415193,-0.693357043401114,0.0215128997552787,0.0129077398531672,"Late",FALSE,"None","AGM"
"ITGA5",9.05458685543269,-0.466690233126055,0.0203765980238265,0.0121730325856626,"Late",FALSE,"None","AGM"
"SH2D1A",8.82070435679587,0.551526756646647,0.0208402478650438,0.0124770834620587,"Late",FALSE,"None","AGM"
"CARD9",6.76741203386948,-0.17030724413057,0.0072971405152735,0.00407502652151637,"Late",FALSE,"None","AGM"
"RELB",6.749555864634,-0.148059063882735,0.00753901643492463,0.0042198910174708,"Late",FALSE,"None","AGM"
"MRC1",6.75673050812362,-0.17300739814642,0.00711198022011033,0.00396238897977575,"Late",FALSE,"None","AGM"
"IRF8",7.64860991367003,-0.416976667903542,0.0241020843400983,0.0145551548287607,"Late",FALSE,"None","AGM"
"IL18R1",6.9116275920577,0.291740790504248,0.015015111631631,0.00877506523926488,"Late",FALSE,"None","AGM"
"CD2",8.44569969091559,0.527989218324857,0.0252119187780288,0.0153236077767759,"Late",FALSE,"None","AGM"
"IL11RA",6.93442218484452,-0.454403041840519,0.0196196982588758,0.0116444183172809,"Late",FALSE,"None","AGM"
"EGR1",6.9282350693271,-0.575459128008881,0.0181776817009781,0.0107413573687598,"Late",FALSE,"None","AGM"
"SLAMF7",9.56783627680855,0.617066645302362,0.0248797189034181,0.0150893879583068,"Late",FALSE,"None","AGM"
"CD209",6.7351020671365,-0.163627158666167,0.00880618939459459,0.00497492517746577,"Late",FALSE,"None","AGM"
"CREB1",8.82542820133661,-0.291235283072362,0.0284482107170798,0.0175492208968999,"Late",FALSE,"None","AGM"
"CD96",9.02986630210603,-0.494750179740146,0.0291828555605761,0.0180782105225907,"Late",FALSE,"None","AGM"
"MAP2K4",10.1494822310321,-0.25052334859167,0.029396935619392,0.0182490067871031,"Late",FALSE,"None","AGM"
"BCL6",8.3152650289068,-0.540165582502178,0.0321683349092645,0.0201271955539303,"Late",FALSE,"None","AGM"
"HLA-C",8.26222187904152,0.367514019255445,0.0333096906715539,0.0210672978662945,"Late",FALSE,"None","AGM"
"PRDM1",9.10808062900455,0.294368329276598,0.0323656691736889,0.0203441349091759,"Late",FALSE,"None","AGM"
"MEF2D",7.09099181173219,-0.358172673998573,0.0254348277115856,0.0155251545772016,"Late",FALSE,"None","AGM"
"IKBKAP",8.37211676942799,-0.332148795311287,0.0333444407768045,0.0212191895852392,"Late",FALSE,"None","AGM"
"PSMC2",9.48703711560541,0.340386340786848,0.0321683349092645,0.0201365421120331,"Late",FALSE,"None","AGM"
"CFP",9.49276447207166,0.320504224735673,0.0323024297300676,0.0202624331943151,"Late",FALSE,"None","AGM"
"KLRF2",6.90331288802511,0.354432212380041,0.0218976534569849,0.013167030585174,"Late",FALSE,"None","AGM"
"IKBKB",7.34604363486346,-0.34382308085865,0.0343047845649757,0.0219194207869715,"Late",FALSE,"None","AGM"
"NFE2L2",10.0476392020185,-0.286795480876098,0.0328127099373152,0.0207103597786172,"Late",FALSE,"None","AGM"
"TIRAP",6.87217224688661,-0.218775709933297,0.0163933006737055,0.00966566039722375,"Late",FALSE,"None","AGM"
"KLRD1",10.5956436667557,0.505755210984837,0.0333444407768045,0.0211387307107017,"Late",FALSE,"None","AGM"
"TNFSF4",7.10263366571898,0.352424881033105,0.0277074269639228,0.0170562602349343,"Late",FALSE,"None","AGM"
"BCL2L11",7.94490701358433,0.398134565846049,0.0377631755687521,0.0243253702364949,"Late",FALSE,"None","AGM"
"PTAFR",7.41889350745979,0.421122898752779,0.0346483192351624,0.0221839238739416,"Late",FALSE,"None","AGM"
"IFNB1",6.94368268872396,0.463840544126984,0.0246694908166261,0.0149298476890231,"Late",FALSE,"None","AGM"
"GP1BB",8.15660338263947,-0.50041818635308,0.0381049400802341,0.0245950067790602,"Late",FALSE,"None","AGM"
"CD99",10.5869942202041,-0.331953164208242,0.0358318760491009,0.0229882425561764,"Late",FALSE,"None","AGM"
"XCL1",7.15291891711462,-0.41385516055184,0.0327571242067463,0.0206327340782753,"Late",FALSE,"None","AGM"
"ITGB1",9.85247431244741,-0.235688175761428,0.0362493641588746,0.0233031626735622,"Late",FALSE,"None","AGM"
"BIRC2",8.88734365763444,0.218596558136282,0.0385872437059917,0.0250065384536232,"Late",FALSE,"None","AGM"
"TNFSF12",6.78905906748916,-0.147451662352294,0.0139528243533814,0.00804552469207969,"Late",FALSE,"None","AGM"
"CDC42",12.6155871312869,-0.283260539973803,0.0407414031294969,0.0265083674907506,"Late",FALSE,"None","AGM"
"DOCK9",7.18102493008434,0.323474815617658,0.0310967944278356,0.0193850147082612,"Late",FALSE,"None","AGM"
"RAC1",9.58790598372716,-0.3615383820402,0.0387810875255756,0.0251825243672569,"Late",FALSE,"None","AGM"
"PML",7.51241178125991,0.266026276302792,0.0273741818831578,0.0168155688710826,"Late",FALSE,"None","AGM"
"TNFRSF14",6.77802097389945,-0.149490752379883,0.0146976665705181,0.00857045751969175,"Late",FALSE,"None","AGM"
"CCRL2",9.02792863628318,0.605878818798086,0.0434232908998931,0.0285353054485012,"Late",FALSE,"None","AGM"
"CFD",9.33319820477885,-0.611961343408618,0.0413944284687434,0.0269870170017003,"Late",FALSE,"None","AGM"
"MS4A1",8.59896277283126,-0.687159102647692,0.0426878388842674,0.027941130906066,"Late",FALSE,"None","AGM"
"SELPLG",8.62580244242498,0.498447850458527,0.0457841430045493,0.0302056423978065,"Late",FALSE,"None","AGM"
"ICAM1",7.77490367007259,0.463512706491779,0.0466994225837847,0.0309914349874208,"Late",FALSE,"None","AGM"
"CD58",10.1886245959172,0.229732202684939,0.0442544527131326,0.0291389708124133,"Late",FALSE,"None","AGM"
"GZMK",11.2716525913812,0.646970794189009,0.0459867908322091,0.0303990604332395,"Late",FALSE,"None","AGM"
"IL12RB2",7.42180637554461,0.406634358502832,0.0463356830846477,0.0306898680171043,"Late",FALSE,"None","AGM"
"HDAC3",8.11131924476431,0.33608284159226,0.0504581602646765,0.0338135203851598,"Late",FALSE,"None","AGM"
"CD3E",11.0105706204796,0.330796675299437,0.0479071676186305,0.0319173727121525,"Late",FALSE,"None","AGM"
"IKZF1",9.40742463009242,0.283805846649841,0.0474526146748226,0.0315529074201418,"Late",FALSE,"None","AGM"
"NFATC3",9.62543146935999,-0.246987320606149,0.0483150538991073,0.0322518671482352,"Late",FALSE,"None","AGM"
"LTB4R",6.9441424545777,0.252643643627552,0.0333444407768045,0.0212180287877233,"Late",FALSE,"None","AGM"
"MAPK1",9.66473228182285,0.226521380476536,0.051114177269284,0.0343195190236621,"Late",FALSE,"None","AGM"
"IL17RA",7.9815396947555,0.488742109381971,0.0569369312174158,0.0384509145883847,"Late",FALSE,"None","AGM"
"CFB",6.88116202848557,0.256724675032304,0.0336294866297683,0.0214442570587224,"Late",FALSE,"None","AGM"
"MAPK8",7.15656438341745,0.404934995091471,0.0427392237678827,0.0280302701334815,"Late",FALSE,"None","AGM"
"TP53",6.77718315102004,-0.194155451569661,0.0228078415948107,0.0137439461038859,"Late",FALSE,"None","AGM"
"ATG12",8.52662497543366,0.33393963989668,0.0570773082333152,0.0388856207460929,"Late",FALSE,"None","AGM"
"KCNJ2",9.17948096883728,0.54800846741766,0.0570773082333152,0.0388344254443965,"Late",FALSE,"None","AGM"
"HLA-DMA",8.97261497351588,0.380624018479629,0.0570773082333152,0.038876891071168,"Late",FALSE,"None","AGM"
"CTSS",11.8599089108975,0.329892384236857,0.0573879372709566,0.0392026688370431,"Late",FALSE,"None","AGM"
"TGFBR1",8.78685055294494,-0.285400916167079,0.058055412871968,0.0398094259693495,"Late",FALSE,"None","AGM"
"LILRA1",7.40599115964476,-0.412409026749863,0.0580055551404957,0.0396999059208328,"Late",FALSE,"None","AGM"
"TNFRSF1B",8.26077681113959,0.337447938036197,0.0642183816111799,0.0443690636586334,"Late",FALSE,"None","AGM"
"IFNAR1",7.36792738910953,-0.37276564289758,0.0630834578569895,0.0433391548134383,"Late",FALSE,"None","AGM"
"TFRC",8.11409684486939,0.527137565986739,0.0733611217802711,0.0509716885096689,"Late",FALSE,"None","AGM"
"PTGER3",6.7586725357517,-0.155861562777885,0.0252210203695641,0.0153618942250981,"Late",FALSE,"None","AGM"
"IL6ST",8.52841051333998,-0.266301566757404,0.0766311029920616,0.0535422511814664,"Late",FALSE,"None","AGM"
"TYROBP",11.1638147718622,0.336569715464362,0.0755600164690718,0.0526957517453137,"Late",FALSE,"None","AGM"
"CIITA",7.87225340938906,0.318298644947586,0.0815632189852979,0.0573061058065535,"Late",FALSE,"None","AGM"
"CCL7",6.75720059989344,-0.157738881237038,0.0258438799714754,0.0158083993072271,"Late",FALSE,"None","AGM"
"MASP2",6.7371660768874,-0.151935343470411,0.0263928954757622,0.016178502161766,"Late",FALSE,"None","AGM"
"TNFRSF18",6.75039756764121,-0.129253487807432,0.0287670565297404,0.017783271309294,"Late",FALSE,"None","AGM"
"LTBR",6.81170809904643,-0.137693237603643,0.0308400446519017,0.0191849108938453,"Late",FALSE,"None","AGM"
"CLEC4A",8.50114672014122,0.524679516266877,0.0869394897988065,0.0615350934290254,"Late",FALSE,"None","AGM"
"KIR3DL2",6.93555494857029,0.238389048341977,0.0516946830874697,0.0347764231679342,"Late",FALSE,"None","AGM"
"TRAF3",7.69994664957368,0.311028128184673,0.0963943436754416,0.0688531026253155,"Late",FALSE,"None","AGM"
"TLR5",7.90268897839554,0.396906567596539,0.0954367463978696,0.0680451607434161,"Late",FALSE,"None","AGM"
"PMCH",6.89386246672907,0.32741203491369,0.0570773082333152,0.0388640523749633,"Late",FALSE,"None","AGM"
"C4B",7.70915574181235,0.362473125445967,0.097156424570931,0.069523623296861,"Late",FALSE,"None","AGM"
"MR1",7.32111220030119,0.246087268899695,0.0640544865409873,0.0441726394198237,"Late",FALSE,"None","AGM"
"CEACAM1",6.97644984795581,-0.220399931021424,0.0694859236255541,0.0480986977823641,"Late",FALSE,"None","AGM"
"IFNGR1",9.30896052298963,0.406575546098486,0.105669242151951,0.0761641940186138,"Late",FALSE,"None","AGM"
"TARP",10.2439372443735,-0.390194707301697,0.106920541892016,0.0772049627168322,"Late",FALSE,"None","AGM"
"IFNGR2",9.06294806534656,0.343369211786429,0.109343569081879,0.0790965817903981,"Late",FALSE,"None","AGM"
"FCGR3",8.71223069822922,0.478795168404606,0.118805378358307,0.0865582042324805,"Late",FALSE,"None","AGM"
"NUP107",7.34015217364653,0.313957264725904,0.111903306393422,0.0810935648928953,"Late",FALSE,"None","AGM"
"PPARG",6.74067656434544,-0.14029295522582,0.0381469981644138,0.0246716949167248,"Late",FALSE,"None","AGM"
"VCAM1",6.89260660624305,0.277326608525045,0.0713111539876893,0.049454748349904,"Late",FALSE,"None","AGM"
"ITGA4",11.0378041436574,-0.209527946221355,0.118154128192156,0.0859302750488407,"Late",FALSE,"None","AGM"
"BCL2",8.37791977499407,-0.283385129549401,0.129582827578114,0.094915213966307,"Late",FALSE,"None","AGM"
"EWSR1",9.79651575917886,0.170529427094277,0.121665490581065,0.0888000074111149,"Late",FALSE,"None","AGM"
"TLR6",9.50847932322026,0.36041519498802,0.125431127069557,0.0917113305716371,"Late",FALSE,"None","AGM"
"CASP10",8.38802734955931,0.266427267900076,0.135258327029559,0.0997749737049214,"Late",FALSE,"None","AGM"
"IKZF3",8.76212173600663,-0.220703514426409,0.129993107674779,0.0953845530340908,"Late",FALSE,"None","AGM"
"THBS1",9.75119351835662,-0.394433131512418,0.132810890289962,0.0976246284469074,"Late",FALSE,"None","AGM"
"IL23R",6.75340223732978,-0.209408009955796,0.0421054215645645,0.0275052299311376,"Late",FALSE,"None","AGM"
"CCR2",7.98436891096036,0.277843646239067,0.14943451540761,0.111396638758401,"Late",FALSE,"None","AGM"
"CD82",7.35024906274547,0.30636587817129,0.144347477043059,0.107229554374843,"Late",FALSE,"None","AGM"
"KLRK1",10.427557039544,-0.319970592591277,0.149250159176168,0.111065378192135,"Late",FALSE,"None","AGM"
"HLA-B",11.7068557036912,0.532782003505282,0.152687250019062,0.114416289949349,"Late",FALSE,"None","AGM"
"IRGM",6.74288198494911,-0.134049222922298,0.0492121265885834,0.0329146041469097,"Late",FALSE,"None","AGM"
"IL33",6.88862565260117,0.259461155827199,0.094472585992265,0.0672337157370174,"Late",FALSE,"None","AGM"
"CD6",9.18772178636479,-0.249671519519543,0.152475033825,0.114059246082078,"Late",FALSE,"None","AGM"
"IDO2",8.0978087540494,0.455812785869784,0.165921858429531,0.124980101154712,"Late",FALSE,"None","AGM"
"MAP2K1",7.57421244664845,0.236447792601632,0.174020027157716,0.131306020491731,"Late",FALSE,"None","AGM"
"SLAMF1",7.6384697768035,-0.271806853948928,0.176568299186493,0.133916736006379,"Late",FALSE,"None","AGM"
"PTGS1",6.98017569359195,-0.243091903236304,0.094472585992265,0.067235035225664,"Late",FALSE,"None","AGM"
"CCL3",6.84680609823863,0.181700111454009,0.092299096704288,0.0654484503903133,"Late",FALSE,"None","AGM"
"ATG5",8.01476137447252,0.226170497135217,0.185148617836312,0.140905311755946,"Late",FALSE,"None","AGM"
"CD1E",6.75699832126833,-0.125802217142244,0.0570773082333152,0.0389163465227149,"Late",FALSE,"None","AGM"
"CD44",11.0900645639431,-0.16697104958207,0.174991141656485,0.132266031745551,"Late",FALSE,"None","AGM"
"CCL24",6.7794234366531,-0.213163917005792,0.052542443069043,0.035414971367316,"Late",FALSE,"None","AGM"
"NT5E",6.86660604301473,0.190263897079666,0.0984044668406689,0.07054450090396,"Late",FALSE,"None","AGM"
"EIF2A",9.08689670446346,0.147628706670854,0.181083067130965,0.137576096456643,"Late",FALSE,"None","AGM"
"PTPRC",12.6048428539389,0.165105622951929,0.202144606921847,0.154890023485571,"Late",FALSE,"None","AGM"
"IKZF2",7.44896168036778,0.328351047523624,0.202386740485687,0.155338394320832,"Late",FALSE,"None","AGM"
"IL4R",6.78164814158378,-0.125873856643349,0.0810995406889718,0.0568750025610971,"Late",FALSE,"None","AGM"
"CXCR2",8.37448913682083,-0.361619281203053,0.221045022779519,0.170807517602355,"Late",FALSE,"None","AGM"
"MME",7.9298834404971,-0.311250305684671,0.230753438927647,0.180719407089063,"Late",FALSE,"None","AGM"
"IL28A",6.75078433535518,-0.202972498600105,0.0631091451854192,0.0434387622704833,"Late",FALSE,"None","AGM"
"GNB1",11.1151666090386,0.126768476284054,0.214398070233407,0.165114357984949,"Late",FALSE,"None","AGM"
"TYK2",8.24420994173366,0.132670981636037,0.22835272467293,0.178233750036923,"Late",FALSE,"None","AGM"
"BCL10",8.38796176349052,-0.347777842926325,0.2273820617926,0.176676138252612,"Late",FALSE,"None","AGM"
"RIPK1",7.5855210196648,0.189966522439729,0.225560992452627,0.174883003239245,"Late",FALSE,"None","AGM"
"PRKCA",6.79041653256536,-0.123806325243892,0.0779918409553781,0.0545942886687647,"Late",FALSE,"None","AGM"
"TNFSF13",7.51698965597843,-0.266653223738873,0.231617022936125,0.182285605064015,"Late",FALSE,"None","AGM"
"CD79B",7.06000833517929,-0.245201625276869,0.201204992461226,0.153908753973587,"Late",FALSE,"None","AGM"
"FYN",10.1278605140654,0.170107852818992,0.2273820617926,0.176885525991906,"Late",FALSE,"None","AGM"
"HLA-DPB1",9.71366859456197,-0.250062181338292,0.227834012996913,0.177532997140452,"Late",FALSE,"None","AGM"
"SIGIRR",7.37359046265588,-0.218987495875878,0.244495480264353,0.194008751222753,"Late",FALSE,"None","AGM"
"JAK1",10.394625048735,-0.115299268081721,0.230753438927647,0.181006593652336,"Late",FALSE,"None","AGM"
"JAK2",10.7917877144847,0.258060823577749,0.230839852483635,0.18137416980857,"Late",FALSE,"None","AGM"
"IL1A",6.7436124620213,-0.129524625653299,0.0734899632501057,0.0511566497429308,"Late",FALSE,"None","AGM"
"C4BPA",8.06895923826496,-0.836836139894199,0.251541604884835,0.201202072470055,"Late",FALSE,"None","AGM"
"BCAP31",9.00395965445847,0.150882088958632,0.238206506204681,0.188090332172008,"Late",FALSE,"None","AGM"
"ICAM3",7.08881188968079,0.174781516074797,0.159403013875017,0.119862785757967,"Late",FALSE,"None","AGM"
"CSF3R",9.56111808487907,0.307973744636367,0.238206506204681,0.187949543734257,"Late",FALSE,"None","AGM"
"SKI",6.82976636864677,-0.201461036963331,0.0992620463230576,0.0712881969047413,"Late",FALSE,"None","AGM"
"LILRB3",6.79442548068821,-0.116592964087488,0.0846236850699294,0.0596761831077554,"Late",FALSE,"None","AGM"
"POLR2A",9.15498089870174,-0.176702474099683,0.251541604884835,0.200814613313414,"Late",FALSE,"None","AGM"
"NFKBIZ",8.09769417846034,0.234170066718012,0.281040128513354,0.225927064350346,"Late",FALSE,"None","AGM"
"IGF2R",10.165225413639,0.279183671022341,0.251541604884835,0.201233283907868,"Late",FALSE,"None","AGM"
"ERCC3",7.57877903995063,0.206307747944104,0.277177016780131,0.22246155372743,"Late",FALSE,"None","AGM"
"HLA-DOB",7.39022238287365,-0.256006592222668,0.267098384219542,0.2140255883941,"Late",FALSE,"None","AGM"
"TRAF5",7.80775998555924,-0.223937808272892,0.296124444479174,0.239591595987695,"Late",FALSE,"None","AGM"
"CD5",6.93592880796886,-0.17782357356722,0.143918117520457,0.106723694940495,"Late",FALSE,"None","AGM"
"PLA2G2A",6.74971252282702,-0.114211513125892,0.0861597164835459,0.0608712802169467,"Late",FALSE,"None","AGM"
"RAG2",6.74086941638223,-0.135003455605355,0.0839300743193224,0.0590780523130815,"Late",FALSE,"None","AGM"
"C2",6.98140100935196,0.175078199975938,0.158390554614544,0.118895766970398,"Late",FALSE,"None","AGM"
"MEF2A",7.16904110412926,-0.204574041446846,0.223185618286673,0.172751465582932,"Late",FALSE,"None","AGM"
"BCL3",7.27264455687558,0.197785120814814,0.290856581396262,0.23495168003698,"Late",FALSE,"None","AGM"
"NFKB1",8.51553730050491,0.133366642869344,0.308583576528105,0.250874440138434,"Late",FALSE,"None","AGM"
"HLA-DMB",7.18655087877872,-0.209979299153784,0.241894479995805,0.191316543269409,"Late",FALSE,"None","AGM"
"PRKCD",8.17441203220944,0.165816703989783,0.335418438264754,0.274433267671162,"Late",FALSE,"None","AGM"
"SMAD2",8.82382062786811,-0.101234939908061,0.313856097397571,0.255568536452308,"Late",FALSE,"None","AGM"
"TGFB1",9.87788766534008,-0.141387672638889,0.307026027675065,0.249147442586382,"Late",FALSE,"None","AGM"
"IL1B",8.00573097518965,-0.268425453305091,0.352535463951212,0.289811621663788,"Late",FALSE,"None","AGM"
"CYSLTR1",7.22749714788964,0.196653583263299,0.229027211220362,0.179057637863192,"Late",FALSE,"None","AGM"
"CLU",11.7324195251691,0.187011860707115,0.353049803903023,0.29069295542145,"Late",FALSE,"None","AGM"
"NFATC1",7.41343226969507,-0.154743858930861,0.362181878550517,0.299152824361206,"Late",FALSE,"None","AGM"
"SMAD3",7.67558830571471,-0.129889392786746,0.384856832649712,0.320380817829176,"Late",FALSE,"None","AGM"
"ABL1",6.79900469041089,-0.227954800842054,0.114676259543878,0.0832519858247116,"Late",FALSE,"None","AGM"
"CCR3",7.48087574894874,-0.230195751300141,0.3991739795046,0.335928232102573,"Late",FALSE,"None","AGM"
"AHR",7.20644189995516,-0.173704735722518,0.386746647968284,0.322958564472217,"Late",FALSE,"None","AGM"
"SIRPA",8.47632062637187,-0.214518644893955,0.383024301682991,0.318357861139109,"Late",FALSE,"None","AGM"
"GUSB",6.8390851805213,0.153283089611525,0.190328532688371,0.14509460868581,"Late",FALSE,"None","AGM"
"XCR1",6.79644348847506,-0.187747304746583,0.10548423711466,0.0758938537162618,"Late",FALSE,"None","AGM"
"TSLP",6.84316462707559,0.187738316173466,0.197986064376348,0.151189358251029,"Late",FALSE,"None","AGM"
"REPS1",8.18496776691687,0.132060279447741,0.409310714521587,0.346053604095524,"Late",FALSE,"None","AGM"
"TAGAP",10.2980282701893,-0.170041936656741,0.378291784055847,0.313441763931988,"Late",FALSE,"None","AGM"
"FCGR2B",7.47596021444219,-0.19642751740877,0.351585539019411,0.288574104753595,"Late",FALSE,"None","AGM"
"MAP4K2",6.90804817503158,-0.140273353481355,0.247837852010729,0.197304679587762,"Late",FALSE,"None","AGM"
"SLAMF6",7.41538105809625,0.174860988436254,0.386199174272723,0.321999831016997,"Late",FALSE,"None","AGM"
"CLEC7A",9.17096353981185,-0.24724490601918,0.410502758565056,0.347594543616125,"Late",FALSE,"None","AGM"
"SDHA",8.38829192399308,0.101048379330246,0.426845295364161,0.363095673329254,"Late",FALSE,"None","AGM"
"ITGB2",8.43777889559018,0.12413845943507,0.424034588934716,0.360154053458837,"Late",FALSE,"None","AGM"
"TLR8",8.30494625212889,0.163368722795482,0.438426300733551,0.374085817638887,"Late",FALSE,"None","AGM"
"MKNK1",7.60047428517359,0.16023434040373,0.394090806002267,0.330242130275653,"Late",FALSE,"None","AGM"
"EOMES",7.44834966709057,0.162002158486798,0.447625356732213,0.38309754556692,"Late",FALSE,"None","AGM"
"FASLG",8.31038310067873,0.137626671193647,0.454635957313578,0.390868836028037,"Late",FALSE,"None","AGM"
"NR3C1",8.95727058084323,-0.108496059540009,0.414127760654804,0.351201854165697,"Late",FALSE,"None","AGM"
"PRG2",6.76384362656685,-0.101540033835994,0.135190048773414,0.0995490359149684,"Late",FALSE,"None","AGM"
"PDCD1LG2",6.98250107392451,0.132923517759441,0.216652191184341,0.167131690342206,"Late",FALSE,"None","AGM"
"IL21",8.36475316746216,0.211546079775227,0.458846273508639,0.395084518618477,"Late",FALSE,"None","AGM"
"CD247",8.87400371395549,-0.10595811372926,0.434907499457175,0.370518596940139,"Late",FALSE,"None","AGM"
"FADD",7.17184003884619,0.131708918266806,0.394090806002267,0.330626832048655,"Late",FALSE,"None","AGM"
"PTGER4",9.0908027208378,0.173822092980512,0.442511589892312,0.378146267726157,"Late",FALSE,"None","AGM"
